Species,Mass_ln_g,First_appearance_mya,Last_appearance_mya,Family,Order_or_higher,Limb_morphology
Tapirus johnsoni,12.099,13.5,10.5,Tapiridae,Perissodactyla,Unguligrade
Tapirus polkensis,11.575,14.1,12.2,Tapiridae,Perissodactyla,Unguligrade
Tapirus simpsoni,12.362,9.9,7.3,Tapiridae,Perissodactyla,Unguligrade
Tapirus veroensis,12.298,0.5,0,Tapiridae,Perissodactyla,Unguligrade
Tetrapassalus mckennai,1.618,48.8,48.7,Epoicotheriidae,Pholidota,plantigrade
Tubulodon atopum,5.233,53.7,53.7,Epoicotheriidae,Pholidota,plantigrade
Escavadodon zygus,4.928,63,62.8,Escavadodontidae,Pholidota,plantigrade
Carpocristes cygneus,4.384,59,57.2,Carpolestidae,Plesiadapiformes,plantigrade
Carpodaptes aulacodon,4.682,58.9,58.8,Carpolestidae,Plesiadapiformes,plantigrade
Carpodaptes hazelae,5.289,61.4,57.8,Carpolestidae,Plesiadapiformes,plantigrade
Carpolestes simpsoni,4.824,56.2,55.7,Carpolestidae,Plesiadapiformes,plantigrade
Elphidotarsius florencae,4.12,62.7,61.7,Carpolestidae,Plesiadapiformes,plantigrade
Elphidotarsius russelli,4.568,60.7,60.5,Carpolestidae,Plesiadapiformes,plantigrade
Elphidotarsius shotgunensis,4.668,61.4,61.4,Carpolestidae,Plesiadapiformes,plantigrade
Micromomys antelucanus,3.42,55.3,55,Micromomyidae,Plesiadapiformes,plantigrade
Micromomys fremdi,3.485,58.5,58.4,Micromomyidae,Plesiadapiformes,plantigrade
Micromomys willwoodensis,3.267,55.2,54.9,Micromomyidae,Plesiadapiformes,plantigrade
Tinimomys graybulliensis,3.747,55.9,54.8,Micromomyidae,Plesiadapiformes,plantigrade
Tinimomys loomisi,3.726,55.2,55.2,Micromomyidae,Plesiadapiformes,plantigrade
Alveojunctus minutus,4.743,50.5,50.4,Microsyopidae,Plesiadapiformes,plantigrade
Arctodontomys nuptus,6.804,54.4,54.4,Microsyopidae,Plesiadapiformes,plantigrade
Arctodontomys simplicidens,6.5,56.5,55.6,Microsyopidae,Plesiadapiformes,plantigrade
Arctodontomys wilsoni,6.192,55.7,54.3,Microsyopidae,Plesiadapiformes,plantigrade
Craseops sylvestris,6.707,41.9,41.9,Microsyopidae,Plesiadapiformes,plantigrade
Megadelphus lundeliusi,7.011,51.7,49.8,Microsyopidae,Plesiadapiformes,plantigrade
Microsyops angustidens,6.693,55.1,52.3,Microsyopidae,Plesiadapiformes,plantigrade
Microsyops annectens,7.708,50.1,44.6,Microsyopidae,Plesiadapiformes,plantigrade
Microsyops cardiorestes,6.368,53.5,53.3,Microsyopidae,Plesiadapiformes,plantigrade
Microsyops elegans,7.073,53.2,47.7,Microsyopidae,Plesiadapiformes,plantigrade
Microsyops knightensis,6.949,52.2,51.9,Microsyopidae,Plesiadapiformes,plantigrade
Microsyops kratos,8.041,46,45.1,Microsyopidae,Plesiadapiformes,plantigrade
Microsyops latidens,6.684,55,52,Microsyopidae,Plesiadapiformes,plantigrade
Microsyops scottianus,7.281,52.4,49.8,Microsyopidae,Plesiadapiformes,plantigrade
Navajovius kohlhaasae,4.134,59.7,58.8,Microsyopidae,Plesiadapiformes,plantigrade
Niptomomys doreenae,4.249,55.9,54.1,Microsyopidae,Plesiadapiformes,plantigrade
Niptomomys thelmae,4.543,53.2,53.1,Microsyopidae,Plesiadapiformes,plantigrade
Uintasorex montezumicus,2.698,48.2,43.6,Microsyopidae,Plesiadapiformes,plantigrade
Uintasorex parvulus,3.593,51.4,42.4,Microsyopidae,Plesiadapiformes,plantigrade
Palaechthon alticuspis,5.304,62.6,61.4,Palaechthonidae,Plesiadapiformes,plantigrade
Palaechthon woodi,4.802,63,61,Palaechthonidae,Plesiadapiformes,plantigrade
Palenochtha minor,3.949,62.4,61.4,Palaechthonidae,Plesiadapiformes,plantigrade
Palenochtha weissae,3.968,62.4,62.3,Palaechthonidae,Plesiadapiformes,plantigrade
Plesiolestes nacimienti,5.831,63.3,62.7,Palaechthonidae,Plesiadapiformes,plantigrade
Plesiolestes problematicus,5.669,62.4,61.1,Palaechthonidae,Plesiadapiformes,plantigrade
Premnoides douglassi,5.094,61.8,61.7,Palaechthonidae,Plesiadapiformes,plantigrade
Torrejonia sirokyi,6.958,61.5,59.8,Palaechthonidae,Plesiadapiformes,plantigrade
Torrejonia wilsoni,6.924,63,62.4,Palaechthonidae,Plesiadapiformes,plantigrade
Dillerlemur pagei,5.913,57.5,55.8,Paromomyidae,Plesiadapiformes,plantigrade
Elwynella oreas,5.844,52.4,50.4,Paromomyidae,Plesiadapiformes,plantigrade
Ignacius fremontensis,4.639,61.8,60.3,Paromomyidae,Plesiadapiformes,plantigrade
Ignacius frugivorus,5.322,61.4,57.2,Paromomyidae,Plesiadapiformes,plantigrade
New_paromomyine mcgrewi,5.506,49,42,Paromomyidae,Plesiadapiformes,plantigrade
Paromomys depressidens,5.425,63.3,60,Paromomyidae,Plesiadapiformes,plantigrade
Paromomys maturus,6.409,62.4,61.9,Paromomyidae,Plesiadapiformes,plantigrade
Phenacolemur praecox,6.202,56.2,55.2,Paromomyidae,Plesiadapiformes,plantigrade
Purgatorius unio,5.287,64.1,64,Paromomyidae ,Plesiadapiformes,plantigrade
Picrodus silberlingi,5.28,62.4,57.3,Picrodontidae,Plesiadapiformes,plantigrade
Picromomys petersonorum,3.29,53.8,53.8,Picromomyidae,Plesiadapiformes,plantigrade
Chiromyoides caesor,6.02,58.9,57.3,Plesiadapidae,Plesiadapiformes,plantigrade
Chiromyoides minor,5.566,59.7,57.9,Plesiadapidae,Plesiadapiformes,plantigrade
Chiromyoides potior,6.424,59.1,55.9,Plesiadapidae,Plesiadapiformes,plantigrade
Nannodectes gazini,5.948,60.2,60.1,Plesiadapidae,Plesiadapiformes,plantigrade
Nannodectes gidleyi,6.659,59.1,57.3,Plesiadapidae,Plesiadapiformes,plantigrade
Nannodectes intermedius,6.09,61.7,60.5,Plesiadapidae,Plesiadapiformes,plantigrade
Nannodectes simpsoni,6.464,59.6,57.5,Plesiadapidae,Plesiadapiformes,plantigrade
Plesiadapis anceps,6.716,60.6,59.1,Plesiadapidae,Plesiadapiformes,plantigrade
Plesiadapis churchilli,7.03,59,57,Plesiadapidae,Plesiadapiformes,plantigrade
Plesiadapis cookei,8.39,56.4,55.6,Plesiadapidae,Plesiadapiformes,plantigrade
Plesiadapis dubius,6.589,57.4,55.5,Plesiadapidae,Plesiadapiformes,plantigrade
Plesiadapis fodinatus,6.911,58.2,56.8,Plesiadapidae,Plesiadapiformes,plantigrade
Plesiadapis gingerichi,7.998,56.2,55.9,Plesiadapidae,Plesiadapiformes,plantigrade
Plesiadapis praecursor,6.406,61.7,60.5,Plesiadapidae,Plesiadapiformes,plantigrade
Plesiadapis rex,6.862,60.1,57.8,Plesiadapidae,Plesiadapiformes,plantigrade
Pronothodectes gaoi,6.641,58.5,58.4,Plesiadapidae,Plesiadapiformes,plantigrade
Pronothodectes jepi,6.042,62.1,61.7,Plesiadapidae,Plesiadapiformes,plantigrade
Pronothodectes matthewi,5.759,62.7,60.8,Plesiadapidae,Plesiadapiformes,plantigrade
Saxonella naylori,4.869,58.6,58.4,Saxonellidae,Plesiadapiformes,plantigrade
Cantius abditus,8.015,55,52.7,Adapidae,Primates,plantigrade
Cantius angulatus,7.096,53,53,Adapidae,Primates,plantigrade
Cantius frugivorus,7.67,55.2,51.4,Adapidae,Primates,plantigrade
Cantius mckennai,7.474,55.3,52.3,Adapidae,Primates,plantigrade
Cantius nunienus,7.492,53.2,49.7,Adapidae,Primates,plantigrade
Cantius ralstoni,7.219,55.3,54.9,Adapidae,Primates,plantigrade
Cantius torresi,6.935,55.4,55.2,Adapidae,Primates,plantigrade
Pandemonium dis,5.962,64.1,64,Incertae sedis,Primates,plantigrade
Copelemur australotutus,7.796,53.9,53.9,Notharctidae,Primates,plantigrade
Copelemur praetutus,7.414,53.6,53.4,Notharctidae,Primates,plantigrade
Copelemur tutus,8.258,53,53,Notharctidae,Primates,plantigrade
Notharctus pugnax,8.641,48.4,47.7,Notharctidae,Primates,plantigrade
Notharctus robinsoni,8.479,51.4,48.5,Notharctidae,Primates,plantigrade
Notharctus tenebrosus,8.197,49.4,46.7,Notharctidae,Primates,plantigrade
Pelycodus jarrovii,8.505,56.1,52.1,Notharctidae,Primates,plantigrade
Smilodectes gracilis,7.694,50.2,47.4,Notharctidae,Primates,plantigrade
Smilodectes mcgrewi,7.86,50,48.9,Notharctidae,Primates,plantigrade
Absarokius abbotti,6.023,53.7,50.7,Omomyidae,Primates,plantigrade
Absarokius australis,6.104,49.9,49.8,Omomyidae,Primates,plantigrade
Absarokius gazini,5.735,53.5,53.4,Omomyidae,Primates,plantigrade
Absarokius metoecus,5.957,53.7,49.8,Omomyidae,Primates,plantigrade
Absarokius nocerai,5.877,50,50,Omomyidae,Primates,plantigrade
Ageitodendron matthewi,6.836,46.5,45.4,Omomyidae,Primates,plantigrade
Anaptomorphus aemulus,5.813,49.4,47.1,Omomyidae,Primates,plantigrade
Anaptomorphus westi,6.322,49.6,48.5,Omomyidae,Primates,plantigrade
Anemorhysis natronensis,4.954,51.1,51,Omomyidae,Primates,plantigrade
Anemorhysis pattersoni,5.295,53.8,53.3,Omomyidae,Primates,plantigrade
Anemorhysis pearcei,4.927,53.7,53.6,Omomyidae,Primates,plantigrade
Anemorhysis sublettensis,4.714,52,51.9,Omomyidae,Primates,plantigrade
Anemorhysis wortmani,5.183,52.9,52.3,Omomyidae,Primates,plantigrade
Arapahovius advena,5.165,53.5,53.5,Omomyidae,Primates,plantigrade
Aycrossia lovei,6.022,50.5,49.9,Omomyidae,Primates,plantigrade
Chipetaia lamporea,7.02,44.5,44,Omomyidae,Primates,plantigrade
Chlororhysis knightensis,4.682,52,51.9,Omomyidae,Primates,plantigrade
Chumashius balchi,5.937,40.8,40.2,Omomyidae,Primates,plantigrade
Dyseolemur pacificus,5.458,43.6,40.4,Omomyidae,Primates,plantigrade
Ekgmowechashala philotau,7.64,28.4,26.3,Omomyidae,Primates,plantigrade
Hemiacodon casamissus,6.436,50.9,50.9,Omomyidae,Primates,plantigrade
Hemiacodon gracilis,7.107,48.9,46.3,Omomyidae,Primates,plantigrade
Jemezius szalayi,5.672,53,52.2,Omomyidae,Primates,plantigrade
Loveina minuta,5.206,53.1,52,Omomyidae,Primates,plantigrade
Loveina wapitiensis,5.694,52.4,52.4,Omomyidae,Primates,plantigrade
Loveina zephyri,5.525,53.1,51.3,Omomyidae,Primates,plantigrade
Macrotarsius jepseni,7.396,44.2,44,Omomyidae,Primates,plantigrade
Macrotarsius montanus,7.848,42.9,42.8,Omomyidae,Primates,plantigrade
Macrotarsius siegerti,7.67,44.7,42,Omomyidae,Primates,plantigrade
Omomys carteri,5.923,50,44.2,Omomyidae,Primates,plantigrade
Omomys lloydi,5.542,49.4,49.4,Omomyidae,Primates,plantigrade
Ourayia hopsoni,7.197,42.6,42.4,Omomyidae,Primates,plantigrade
Ourayia uintensis,7.517,46.8,42.5,Omomyidae,Primates,plantigrade
Pseudotetonius ambiguus,5.8,54.3,54,Omomyidae,Primates,plantigrade
Shoshonius bowni,5.619,50.5,50.4,Omomyidae,Primates,plantigrade
Shoshonius cooperi,5.399,51.6,50.3,Omomyidae,Primates,plantigrade
Sphacorhysis burntforkensis,5.138,46.5,45.4,Omomyidae,Primates,plantigrade
Steinius vespertinus,5.952,53.5,53.3,Omomyidae,Primates,plantigrade
Stockia powayensis,6.242,46,45.1,Omomyidae,Primates,plantigrade
Strigorhysis bridgerensis,5.769,50.5,50.4,Omomyidae,Primates,plantigrade
Strigorhysis huerfanensis,6.312,50.2,50.2,Omomyidae,Primates,plantigrade
Tarka stylifera,7.475,45.1,45,Omomyidae,Primates,plantigrade
Teilhardina americana,5.289,55.3,54.9,Omomyidae,Primates,plantigrade
Teilhardina crassidens,5.223,54.9,54.5,Omomyidae,Primates,plantigrade
Teilhardina demissa,5.138,53.3,53.3,Omomyidae,Primates,plantigrade
Teilhardina tenuicula,4.919,54.3,54.3,Omomyidae,Primates,plantigrade
Tetonius matthewi,5.904,55.1,54.5,Omomyidae,Primates,plantigrade
Tetonius mckennai,5.391,54.8,54.7,Omomyidae,Primates,plantigrade
Trogolemur amplior,5.451,51.1,49.3,Omomyidae,Primates,plantigrade
Trogolemur myodes,4.958,52.1,45,Omomyidae,Primates,plantigrade
Uintanius ameghini,5.239,49.4,46.4,Omomyidae,Primates,plantigrade
Uintanius rutherfurdi,5.31,50.6,48.9,Omomyidae,Primates,plantigrade
Utahia kayi,5.061,49.4,49.4,Omomyidae,Primates,plantigrade
Washakius insignis,5.76,51.2,46.4,Omomyidae,Primates,plantigrade
Washakius izetti,5.435,50,50,Omomyidae,Primates,plantigrade
Washakius laurae,5.542,49.5,48.6,Omomyidae,Primates,plantigrade
Washakius woodringi,5.271,48.2,45.9,Omomyidae,Primates,plantigrade
Yaquius travisi,7.739,41.9,41.9,Omomyidae,Primates,plantigrade
Mammuthus columbi,15.983,1,0,Elephantidae,Proboscidea ,graviportal
Amebelodon floridanus,14.938,8.8,6.5,Gomphotheriidae,Proboscidea,graviportal
Cuvieronius tropicus,15.347,9,1.2,Gomphotheriidae,Proboscidea,graviportal
Gomphotherium obscurum,14.99,16.3,9,Gomphotheriidae,Proboscidea ,graviportal
Gomphotherium willistoni,15.252,14.3,12.9,Gomphotheriidae,Proboscidea ,graviportal
Rhynchotherium falconeri,15.311,5.6,3.6,Gomphotheriidae,Proboscidea,graviportal
Rhynchotherium praecursor,15.12,4.4,3.6,Gomphotheriidae,Proboscidea,graviportal
Serbelodon barbourensis,14.827,12.5,10.3,Gomphotheriidae,Proboscidea,graviportal
Stegomastodon mirificus,14.899,4.1,1.8,Gomphotheriidae,Proboscidea,graviportal
Stegomastodon primitivus,14.85,4.2,3.2,Gomphotheriidae,Proboscidea,graviportal
Mammut americanum,15.019,4.9,0,Mammutidae,Proboscidea ,graviportal
Mammut furlongi,14.694,10.8,10.8,Mammutidae,Proboscidea ,graviportal
Mammut raki,15.031,4.9,1.7,Mammutidae,Proboscidea ,graviportal
Alagomys russelli,1.618,56.5,56.4,Alagomyidae,Rodentia,Plantigrade
Allomys cristabrevis,5.474,27.9,27.4,Allomyidae,Rodentia,Plantigrade
Allomys storeri,4.526,32.2,32.1,Allomyidae,Rodentia,Plantigrade
Alwoodia harkseni,5.426,25.4,24.1,Allomyidae,Rodentia,Plantigrade
Campestrallomys annectens,4.362,33.1,32.9,Allomyidae,Rodentia,Plantigrade
Campestrallomys dawsonae,5.292,28.4,26.1,Allomyidae,Rodentia,Plantigrade
Campestrallomys siouxensis,5.072,30.5,29.5,Allomyidae,Rodentia,Plantigrade
Downsimus chadwicki,4.037,27.8,26.3,Allomyidae,Rodentia,Plantigrade
Downsimus sharpi,3.849,26.3,26.3,Allomyidae,Rodentia,Plantigrade
Oropyctis pediasius,5.075,32.8,31.4,Allomyidae,Rodentia,Plantigrade
Parallomys americanus,4.96,24.2,24.1,Allomyidae,Rodentia,Plantigrade
Pelycomys brulanus,5.214,33.8,33.7,Allomyidae,Rodentia,Plantigrade
Pelycomys placidus,5.838,33.9,32.8,Allomyidae,Rodentia,Plantigrade
Pelycomys rugosus,5.797,36,36,Allomyidae,Rodentia,Plantigrade
Leptoromys wilsoni,4.695,32.8,32.1,Aplodontidae,Rodentia,Plantigrade
Liodontia alexandrae,5.296,16.6,14.5,Aplodontidae,Rodentia,Plantigrade
Meniscomys hippodus,4.252,27.7,26.3,Aplodontidae,Rodentia,Plantigrade
Niglarodon koerneri,4.234,29.7,26.6,Aplodontidae,Rodentia,Plantigrade
Niglarodon petersonensis,4.776,25.4,25.2,Aplodontidae,Rodentia,Plantigrade
Prosciurus magnus,4.685,32.9,32.9,Aplodontidae,Rodentia,Plantigrade
Prosciurus parvus,3.809,33.9,33.1,Aplodontidae,Rodentia,Plantigrade
Prosciurus relictus,4.119,37,31.7,Aplodontidae,Rodentia,Plantigrade
Tardontia nevadans,5.061,14.5,14.5,Aplodontidae,Rodentia,Plantigrade
Tardontia occidentale,5.224,10.7,10.2,Aplodontidae,Rodentia,Plantigrade
Agnotocastor coloradensis,7.054,33.5,27.9,Castoridae,Rodentia,Plantigrade
Agnotocastor galushai,6.267,35.7,35.6,Castoridae,Rodentia,Plantigrade
Agnotocastor readingi,6.372,33.4,33.4,Castoridae,Rodentia,Plantigrade
Anchitheriomys fluminis,10.217,14.6,14.3,Castoridae,Rodentia,Plantigrade
Castor accessor,9.47,0.4,0.2,Castoridae,Rodentia,Plantigrade
Castor canadensis,9.345,2.5,-1,Castoridae,Rodentia,Plantigrade
Castoroides leiseyorum,11.733,1.3,1.2,Castoridae,Rodentia,Plantigrade
Castoroides ohioensis,11.737,0.6,0,Castoridae,Rodentia,Plantigrade
Dipoides rexroadensis,8.867,4.9,3.2,Castoridae,Rodentia,Plantigrade
Dipoides stirtoni,7.859,10,5.7,Castoridae,Rodentia,Plantigrade
Dipoides tanneri,7.584,11.5,11.5,Castoridae,Rodentia,Plantigrade
Dipoides vallicula,6.746,12.2,5.9,Castoridae,Rodentia,Plantigrade
Dipoides williamsi,7.243,7.4,6.6,Castoridae,Rodentia,Plantigrade
Dipoides wilsoni,6.967,8.6,4.9,Castoridae,Rodentia,Plantigrade
Eucastor curtus,6.656,14.7,14.1,Castoridae,Rodentia,Plantigrade
Eucastor phillisi,7.132,11.2,11.1,Castoridae,Rodentia,Plantigrade
Eucastor planus,6.487,14.1,9.9,Castoridae,Rodentia,Plantigrade
Eucastor tortus,6.617,16.7,9.1,Castoridae,Rodentia,Plantigrade
Euhapsis breugerorum,5.737,23.6,23.6,Castoridae,Rodentia,Plantigrade
Euroxenomys inconnexus,6.101,14.7,14.7,Castoridae,Rodentia,Plantigrade
Fossorcastor brachyceps,5.933,25.2,24.3,Castoridae,Rodentia,Plantigrade
Fossorcastor fossor,6.923,26.2,23.6,Castoridae,Rodentia,Plantigrade
Fossorcastor greeni,6.246,23.6,23.6,Castoridae,Rodentia,Plantigrade
Hystricops venustus,9.287,11.5,11.5,Castoridae,Rodentia,Plantigrade
Neatocastor hesperus,6.946,22.7,22.7,Castoridae,Rodentia,Plantigrade
Paradipoides stovalli,8.441,0.2,0.2,Castoridae,Rodentia,Plantigrade
Procastoroides idahoensis,11.109,3.3,2.8,Castoridae,Rodentia,Plantigrade
Procastoroides intermedius,9.469,4.5,4.4,Castoridae,Rodentia,Plantigrade
Procastoroides sweeti,10.46,4.2,3.2,Castoridae,Rodentia,Plantigrade
Pseudopalaeocastor barbouri,5.831,26.2,23.6,Castoridae,Rodentia,Plantigrade
Abelmoschomys simpsoni,2.774,9.9,9.9,Cricetidae,Rodentia,Plantigrade
Allophaiomys pliocaenicus,3.848,1.8,1,Cricetidae,Rodentia,Plantigrade
Antecalomys phthanus,3.125,12.7,11.5,Cricetidae,Rodentia,Plantigrade
Antecalomys valensis,2.613,7.8,5,Cricetidae,Rodentia,Plantigrade
Antecalomys vasquezi,2.58,5.5,5,Cricetidae,Rodentia,Plantigrade
Atopomys salvelinus,3.043,1.7,0.5,Cricetidae,Rodentia,Plantigrade
Atopomys texensis,3.091,1.4,1.3,Cricetidae,Rodentia,Plantigrade
Baiomys brachygnathus,2.239,2.7,2.1,Cricetidae,Rodentia,Plantigrade
Baiomys minimus,1.895,3.2,2.7,Cricetidae,Rodentia,Plantigrade
Calomys arizonae,3.149,5.3,2.4,Cricetidae,Rodentia,Plantigrade
Calomys baskini,3.554,6.7,4.7,Cricetidae,Rodentia,Plantigrade
Calomys elachys,2.172,6.7,3.8,Cricetidae,Rodentia,Plantigrade
Calomys gidleyi,2.625,6.9,5.2,Cricetidae,Rodentia,Plantigrade
Calomys yazhi,2.304,6.9,6.8,Cricetidae,Rodentia,Plantigrade
Clethrionomys gapperi,4.097,0.8,-1,Cricetidae,Rodentia,Plantigrade
Copemys barstowensis,3.473,14.4,14.2,Cricetidae,Rodentia,Plantigrade
Copemys dentalis,2.746,15.9,9.7,Cricetidae,Rodentia,Plantigrade
Copemys esmeraldensis,3.342,14.2,7.2,Cricetidae,Rodentia,Plantigrade
Copemys lindsayi,2.704,14.7,14.7,Cricetidae,Rodentia,Plantigrade
Copemys longidens,3.402,14.4,13.6,Cricetidae,Rodentia,Plantigrade
Copemys loxodon,3.357,14.2,11.7,Cricetidae,Rodentia,Plantigrade
Copemys mariae,3.45,11.5,11.3,Cricetidae,Rodentia,Plantigrade
Copemys niobrariensis,3.11,16.7,13.9,Cricetidae,Rodentia,Plantigrade
Copemys pagei,2.718,17,14.3,Cricetidae,Rodentia,Plantigrade
Copemys russelli,3.178,14.6,13.3,Cricetidae,Rodentia,Plantigrade
Copemys tenuis,3.155,16.2,14.4,Cricetidae,Rodentia,Plantigrade
Eumys brachyodus,4.838,33.9,28.5,Cricetidae,Rodentia,Plantigrade
Eumys elegans,5.093,35,30.1,Cricetidae,Rodentia,Plantigrade
Geringia gloveri,3.298,28.2,26.1,Cricetidae,Rodentia,Plantigrade
Geringia mcgregori,3.72,28.5,26.3,Cricetidae,Rodentia,Plantigrade
Goniodontomys disjunctus,3.811,10,7.3,Cricetidae,Rodentia,Plantigrade
Guildayomys hibbardi,4.415,2.3,1.6,Cricetidae,Rodentia,Plantigrade
Hibbardomys fayae,4.474,2.5,2.4,Cricetidae,Rodentia,Plantigrade
Hibbardomys marthae,4.439,2.3,1.6,Cricetidae,Rodentia,Plantigrade
Hibbardomys skinneri,4.666,3.2,3.2,Cricetidae,Rodentia,Plantigrade
Hibbardomys voorhiesi,4.509,2.4,2.1,Cricetidae,Rodentia,Plantigrade
Hibbardomys zakrzewskii,4.435,1.6,1.6,Cricetidae,Rodentia,Plantigrade
Jacobsomys verdensis,3.926,4.7,4.7,Cricetidae,Rodentia,Plantigrade
Lasiopodomys deceitensis,5.2,1.2,0.6,Cricetidae,Rodentia,Plantigrade
Leidymys blacki,4.139,28.5,20.3,Cricetidae,Rodentia,Plantigrade
Leidymys cerasus,3.724,24.2,24.1,Cricetidae,Rodentia,Plantigrade
Leidymys korthi,3.774,28.2,28.2,Cricetidae,Rodentia,Plantigrade
Lemmiscus curtatus,3.711,1.5,0.2,Cricetidae,Rodentia,Plantigrade
Microtus californicus,4.765,1.8,-1,Cricetidae,Rodentia,Plantigrade
Microtus paroperarius,4.091,1.8,0.2,Cricetidae,Rodentia,Plantigrade
Microtus pennsylvanicus,4.412,1.1,-1,Cricetidae,Rodentia,Plantigrade
Microtus xanthognathus,4.825,0,-1,Cricetidae,Rodentia,Plantigrade
Mictomys borealis,4.376,1.1,0.2,Cricetidae,Rodentia,Plantigrade
Mictomys kansasensis,4.399,1.8,1.4,Cricetidae,Rodentia,Plantigrade
Mictomys meltoni,4.159,1.1,0.3,Cricetidae,Rodentia,Plantigrade
Mictomys vetus,4.728,2.8,1.5,Cricetidae,Rodentia,Plantigrade
Mimomys dakotaensis,4.303,1.6,1.6,Cricetidae,Rodentia,Plantigrade
Mimomys mcknighti,4.391,4.9,4.4,Cricetidae,Rodentia,Plantigrade
Mimomys meadensis,3.959,2.8,2.1,Cricetidae,Rodentia,Plantigrade
Mimomys panacaensis,4.457,4.5,4.5,Cricetidae,Rodentia,Plantigrade
Mimomys parvus,3.778,2.8,1.7,Cricetidae,Rodentia,Plantigrade
Mimomys poaphagus,4.879,6.2,3.2,Cricetidae,Rodentia,Plantigrade
Mimomys primus,4.831,4.5,3.8,Cricetidae,Rodentia,Plantigrade
Mimomys sawrockensis,4.77,5,4.9,Cricetidae,Rodentia,Plantigrade
Mimomys taylori,4.085,4.1,2.8,Cricetidae,Rodentia,Plantigrade
Nebraskomys mcgrewi,3.832,3.2,2.2,Cricetidae,Rodentia,Plantigrade
Neofiber leonardi,6.71,0.7,0.2,Cricetidae,Rodentia,Plantigrade
Neotoma albigula,5.202,0.2,-1,Cricetidae,Rodentia,Plantigrade
Neotoma cinerea,5.594,2.6,-1,Cricetidae,Rodentia,Plantigrade
Neotoma floridana,5.625,0.8,-1,Cricetidae,Rodentia,Plantigrade
Neotoma fossilis,5.243,4,2.6,Cricetidae,Rodentia,Plantigrade
Neotoma fuscipes,5.198,0.2,-1,Cricetidae,Rodentia,Plantigrade
Neotoma lepida,5.067,1.1,-1,Cricetidae,Rodentia,Plantigrade
Neotoma mexicana,5.153,0,-1,Cricetidae,Rodentia,Plantigrade
Neotoma micropus,5.434,0.1,-1,Cricetidae,Rodentia,Plantigrade
Neotoma quadriplicata,6.527,5.3,3,Cricetidae,Rodentia,Plantigrade
Neotoma spelaea,5.452,0.8,0.7,Cricetidae,Rodentia,Plantigrade
Neotoma taylori,5.492,5.3,2.4,Cricetidae,Rodentia,Plantigrade
Neotoma vaughani,5.301,6.2,4.7,Cricetidae,Rodentia,Plantigrade
Ondatra annectens,6.822,1.6,0.5,Cricetidae,Rodentia,Plantigrade
Ondatra idahoensis,6.191,2.8,0.9,Cricetidae,Rodentia,Plantigrade
Ondatra meadensis,6.287,3.8,2.4,Cricetidae,Rodentia,Plantigrade
Ondatra minor,5.867,4.5,2.6,Cricetidae,Rodentia,Plantigrade
Ondatra zibethicus,7.639,0.5,-1,Cricetidae,Rodentia,Plantigrade
Onychomys hollisteri,3.195,2.4,1.4,Cricetidae,Rodentia,Plantigrade
Onychomys leucogaster,3.583,0.4,-1,Cricetidae,Rodentia,Plantigrade
Onychomys martini,2.912,6.8,6.7,Cricetidae,Rodentia,Plantigrade
Onychomys pedroensis,3.586,2.4,0.1,Cricetidae,Rodentia,Plantigrade
Paronychomys alticuspis,2.841,6.9,6.8,Cricetidae,Rodentia,Plantigrade
Paronychomys lemredfieldi,3.001,5.5,5,Cricetidae,Rodentia,Plantigrade
Paronychomys tuttlei,3.646,5.5,5.4,Cricetidae,Rodentia,Plantigrade
Pedomys llanensis,4.3,1.4,0.5,Cricetidae,Rodentia,Plantigrade
Pedomys ochrogaster,4.169,0.4,-1,Cricetidae,Rodentia,Plantigrade
Peromyscus antiquus,3.303,7.8,7.2,Cricetidae,Rodentia,Plantigrade
Peromyscus berendsensis,2.58,0.2,0.1,Cricetidae,Rodentia,Plantigrade
Peromyscus cragini,2.739,2.1,0.2,Cricetidae,Rodentia,Plantigrade
Peromyscus hagermanensis,2.997,4.5,2.4,Cricetidae,Rodentia,Plantigrade
Peromyscus maniculatus,2.747,0.1,-1,Cricetidae,Rodentia,Plantigrade
Peromyscus nosher,2.767,4.9,4.8,Cricetidae,Rodentia,Plantigrade
Peromyscus pliocenicus,4.198,10,7.2,Cricetidae,Rodentia,Plantigrade
Peromyscus polionotus,2.416,0,-1,Cricetidae,Rodentia,Plantigrade
Peromyscus progressus,2.58,0.5,0.1,Cricetidae,Rodentia,Plantigrade
Peromyscus sawrockensis,3.11,5,4.9,Cricetidae,Rodentia,Plantigrade
Peromyscus truei,3.315,1.7,-1,Cricetidae,Rodentia,Plantigrade
Phenacomys deeringensis,5.2,0.6,0.6,Cricetidae,Rodentia,Plantigrade
Phenacomys intermedius,4.366,1.5,-1,Cricetidae,Rodentia,Plantigrade
Pitymys mcknowni,4.745,0.3,0.3,Cricetidae,Rodentia,Plantigrade
Pliophenacomys dixonensis,4.411,2.5,2.4,Cricetidae,Rodentia,Plantigrade
Pliophenacomys finneyi,4.146,3.8,3.7,Cricetidae,Rodentia,Plantigrade
Pliophenacomys osborni,4.456,2.8,1.6,Cricetidae,Rodentia,Plantigrade
Pliophenacomys primaevus,4.133,4.2,2.5,Cricetidae,Rodentia,Plantigrade
Pliotomodon primitivus,4.676,5.1,5.1,Cricetidae,Rodentia,Plantigrade
Predicrostonyx hopkinsi,5.385,0.6,0.6,Cricetidae,Rodentia,Plantigrade
