Participant,Condition Name,Condition Number,Age,IQ,Estimated Speed (mph),Reaction Time (ms)
582,Contact,1,59,103,34.79212617,587.7368573
583,Contact,1,68,118,27.66364337,412.356323
584,Contact,1,62,101,34.59800826,393.4286488
585,Contact,1,68,102,10.14833662,81.80901796
586,Contact,1,57,86,47.15941972,506.6845805
587,Contact,1,62,94,28.13028775,427.4907792
588,Contact,1,21,101,15.94514884,-27.9040859
589,Contact,1,51,113,40.72542868,243.099571
590,Contact,1,18,84,45.48224232,371.5798043
591,Contact,1,66,79,14.2578725,101.3482218
592,Contact,1,30,138,21.24642588,143.2578717
593,Contact,1,60,137,41.76472498,195.4851493
594,Contact,1,67,84,38.78007454,161.1551694
595,Contact,1,35,116,21.96013293,264.7515705
596,Contact,1,54,99,18.22277857,134.2745303
597,Contact,1,49,104,45.3062913,254.2860487
598,Contact,1,39,128,10.34034443,252.990126
599,Contact,1,48,107,24.49350525,224.8611383
600,Contact,1,62,100,30.85132773,270.9356972
601,Contact,1,71,101,34.34330196,213.1537917
602,Contact,1,54,107,17.04242657,185.871414
603,Contact,1,27,68,42.77139861,371.7236747
604,Contact,1,51,114,34.43151278,89.33234954
605,Contact,1,17,94,35.3274383,278.7304452
606,Contact,1,25,100,44.88556007,451.7385692
607,Contact,1,44,100,34.921771,572.2206253
608,Contact,1,38,102,28.05422518,202.9523273
609,Contact,1,53,104,42.19945707,230.9786104
610,Contact,1,70,97,37.55649515,263.1977347
611,Contact,1,24,101,39.43071164,268.0049878
612,Contact,1,39,116,27.62921983,453.3557539
613,Contact,1,60,89,43.0726046,626.8579137
614,Contact,1,35,112,35.04814445,55.93763093
615,Contact,1,47,99,19.71767178,446.6610331
616,Contact,1,40,107,44.83053658,369.5682451
617,Contact,1,54,118,43.53299194,259.2908704
618,Contact,1,49,93,37.16010343,211.0246434
619,Contact,1,54,78,29.24831695,533.1437769
620,Contact,1,78,137,23.55205979,274.3344001
621,Contact,1,34,84,20.01566204,490.7218898
622,Contact,1,86,79,22.37528143,489.1985966
623,Contact,1,32,120,54.84886393,379.9816054
624,Contact,1,47,106,25.19748423,230.8105195
625,Contact,1,39,91,45.90587757,382.6817985
626,Contact,1,35,94,32.49591934,327.4962971
627,Contact,1,29,91,20.40263623,465.9563112
628,Contact,1,57,90,16.59431683,91.77384709
629,Contact,1,77,97,30.93627884,294.3033982
630,Contact,1,20,97,32.46185879,266.4854244
631,Contact,1,30,103,29.01970929,134.9251945
632,Contact,1,44,111,27.63164033,278.9128687
633,Contact,1,23,85,13.96109369,305.8362695
634,Contact,1,25,87,14.37487623,324.0399066
635,Contact,1,47,99,24.56638557,474.1425377
636,Contact,1,48,59,35.13057695,265.6478134
637,Contact,1,69,115,25.75363277,180.4776803
638,Contact,1,54,117,57.10868714,355.3250862
639,Contact,1,29,100,1.44214316,410.8242664
640,Contact,1,22,86,10.02822796,574.9023376
641,Contact,1,46,66,18.10961193,199.8454285
642,Contact,1,39,112,40.21400056,210.7456042
643,Contact,1,54,105,41.25230777,346.7736837
644,Contact,1,62,134,19.43390083,254.5840611
645,Contact,1,24,93,11.92743914,289.0897131
646,Contact,1,25,86,25.6083739,98.53516513
647,Contact,1,35,108,20.10825942,229.908681
648,Contact,1,70,93,11.71875438,501.668204
649,Contact,1,48,125,24.21013883,205.2507305
650,Contact,1,43,161,15.0073888,238.5370816
651,Contact,1,73,111,35.0599907,470.1995468
652,Contact,1,60,111,32.12804861,531.7805743
653,Contact,1,41,105,42.75958161,58.20035366
654,Contact,1,38,106,31.64454448,244.5272894
655,Contact,1,25,86,18.73895453,486.0326478
656,Contact,1,44,127,25.07721186,424.7232593
657,Contact,1,24,94,30.3595309,385.0706779
658,Contact,1,49,93,23.64813185,117.2423469
659,Contact,1,25,67,43.78921666,670.8208885
660,Contact,1,44,128,22.50774121,70.49324044
661,Contact,1,50,109,17.81270454,402.5908105
662,Contact,1,61,108,25.56809598,431.2273516
663,Contact,1,56,84,30.08638435,338.056654
664,Contact,1,46,106,37.74948794,426.0194494
665,Contact,1,42,90,27.48285521,262.1953618
666,Contact,1,34,113,53.84958711,100.1836117
667,Contact,1,25,93,42.67926281,304.702735
668,Contact,1,30,107,15.30820022,81.53497528
669,Contact,1,25,99,34.4673867,354.346647
670,Contact,1,46,93,17.33784459,283.5106729
671,Contact,1,51,113,25.63584308,301.2770722
672,Contact,1,44,77,18.45041816,292.7469327
673,Contact,1,37,107,20.37395267,501.8783826
674,Contact,1,54,123,17.73839972,271.4999195
675,Contact,1,27,133,39.65709699,422.832534
676,Contact,1,38,82,47.87656083,187.7339311
677,Contact,1,37,102,19.44811261,251.1423723
678,Contact,1,62,94,9.33321306,197.0229421
679,Contact,1,60,107,47.45635395,172.5277161
680,Contact,1,63,90,24.18290989,484.234818
681,Contact,1,-14,89,23.96814666,268.5365037
682,Contact,1,61,88,32.36803581,469.7518345
683,Contact,1,49,113,40.29748776,170.9505217
684,Contact,1,34,146,45.34975128,425.0709778
685,Contact,1,43,96,34.02703256,84.87619795
686,Contact,1,50,132,35.93883332,325.820116
687,Contact,1,55,85,22.75636869,324.0058652
688,Contact,1,32,62,40.85493292,196.0773414
689,Contact,1,66,95,11.82393497,400.6123718
690,Contact,1,68,75,32.87405903,166.035062
691,Contact,1,38,115,44.62169622,190.5335064
692,Contact,1,41,102,31.32683996,350.3235137
693,Contact,1,49,93,26.24539818,324.5721768
694,Contact,1,34,78,14.3931518,270.9133899
695,Contact,1,75,105,29.94405082,630.721744
696,Contact,1,44,101,13.46011817,245.9059684
697,Contact,1,46,100,42.76536985,354.5821673
698,Contact,1,82,123,16.52137085,360.887087
699,Contact,1,48,128,14.26217862,267.6511975
700,Contact,1,49,132,41.91632225,386.6169583
701,Contact,1,57,99,8.71330583,424.3306922
702,Contact,1,53,79,31.37348497,266.7379711
703,Contact,1,61,73,27.76625065,381.0880422
704,Contact,1,61,97,29.7925322,391.9780882
705,Contact,1,-6,104,39.50444442,414.8816534
706,Contact,1,59,74,34.76724735,392.6723808
707,Contact,1,67,89,28.26598006,288.5275541
708,Contact,1,56,100,37.21732931,141.9449975
709,Contact,1,56,97,19.33022725,165.7492295
710,Contact,1,85,116,24.7611862,517.9122706
711,Contact,1,51,110,25.86218006,34.45060541
712,Contact,1,69,88,23.11803331,329.5538046
713,Contact,1,33,125,26.12672794,176.1781298
714,Contact,1,53,85,39.50503162,362.9851874
715,Contact,1,38,116,32.57836456,-100.730036
716,Contact,1,68,99,27.66358395,350.4314242
717,Contact,1,43,91,27.78026372,279.8601696
718,Contact,1,58,106,27.50915331,238.0442087
719,Contact,1,45,105,33.71496706,623.230869
720,Contact,1,33,88,12.96257462,334.5752
721,Contact,1,43,94,37.83576239,379.727889
722,Contact,1,47,105,18.15224,540.5048962
723,Contact,1,15,90,30.39327662,435.0684111
724,Contact,1,49,97,30.16215723,359.9721571
725,Contact,1,65,88,23.12989165,316.062896
726,Contact,1,2,100,44.19377546,137.8652927
727,Contact,1,42,126,21.08483298,143.372579
728,Contact,1,45,76,35.90413285,344.4984232
729,Contact,1,21,114,27.38940687,311.4446355
730,Contact,1,18,117,21.08187088,308.9360391
731,Contact,1,30,112,29.68140566,14.15591889
732,Contact,1,39,90,17.63078746,339.3355382
733,Contact,1,72,87,39.66988912,205.3864425
734,Contact,1,43,115,11.74530546,369.1062929
735,Contact,1,70,105,23.37150946,332.3745822
736,Contact,1,40,87,22.52340163,324.2521371
737,Contact,1,73,115,16.09622494,306.2237019
738,Contact,1,40,92,39.39582249,387.2506466
739,Contact,1,19,107,28.54492199,190.7066581
740,Contact,1,53,120,22.93833014,538.2756811
741,Contact,1,39,114,25.05920936,331.4432585
742,Contact,1,35,110,25.95754807,394.5243681
743,Contact,1,68,103,42.44564415,354.6802846
744,Contact,1,56,79,40.55021037,239.6260573
745,Contact,1,42,116,46.39753471,418.4179151
746,Contact,1,52,120,31.87409599,241.1249311
747,Contact,1,41,141,49.76576329,152.8202653
748,Contact,1,44,101,32.39557906,226.9212589
749,Contact,1,35,109,53.68577772,-4.72842421
750,Contact,1,50,90,43.28834784,167.8257527
751,Contact,1,35,95,30.08631106,152.4381453
752,Contact,1,59,96,37.05068574,316.9565124
753,Contact,1,30,105,32.39625102,150.1267769
754,Contact,1,53,84,55.09582409,146.0789299
755,Contact,1,28,86,43.27519913,183.3090046
756,Contact,1,61,105,44.4160622,395.8621112
757,Contact,1,11,94,43.09709411,345.4465099
758,Contact,1,50,116,15.6395521,353.1746716
759,Contact,1,34,87,24.65157853,224.9783125
760,Contact,1,65,132,38.27323012,255.6035198
761,Contact,1,30,79,31.48489243,476.1780273
762,Contact,1,65,94,29.37225569,352.5901777
763,Contact,1,25,93,50.5039144,393.8779255
764,Contact,1,61,84,44.87313532,353.7649141
765,Contact,1,29,120,23.64233598,377.7132442
766,Contact,1,10,107,36.66615579,534.8150296
767,Contact,1,43,115,13.40885592,206.8244835
768,Contact,1,63,110,37.92020771,63.67604388
769,Contact,1,50,107,30.43993422,137.9311111
770,Contact,1,36,107,32.15607668,236.2276196
771,Contact,1,42,84,25.50637128,235.0217227
772,Contact,1,37,105,29.25279956,350.0943258
773,Contact,1,86,112,37.20577297,273.2657882
774,Contact,1,40,84,43.99461428,210.2684985
775,Contact,1,26,99,34.58559646,335.5388807
776,Contact,1,49,115,45.04219221,98.56335911
777,Contact,1,28,81,30.83306073,144.5311717
778,Contact,1,32,75,9.58170916,37.59353864
779,Contact,1,85,122,26.1186462,287.0968816
780,Contact,1,13,99,17.56388554,474.4465158
781,Contact,1,31,97,38.96730076,402.4634352
782,Contact,1,65,112,40.79293475,-4.54483547
783,Contact,1,44,83,20.54715693,347.4550238
784,Contact,1,30,75,20.58712682,206.548045
785,Contact,1,24,100,34.71328993,213.4456936
786,Contact,1,37,136,21.60336116,185.6870333
787,Contact,1,29,95,32.47924674,275.9020061
788,Contact,1,55,108,51.23293461,150.2986094
789,Contact,1,-2,92,40.37394765,222.9177783
790,Contact,1,52,90,28.01795475,491.5977064
791,Contact,1,48,131,21.48512076,149.8407188
792,Contact,1,34,65,32.3976709,405.9056588
793,Contact,1,24,141,38.77770252,330.1958816
794,Contact,1,43,93,19.08176478,290.4226286
795,Contact,1,46,62,32.91511447,245.3355707
796,Contact,1,46,111,27.58073683,68.84254864
797,Contact,1,29,96,1.30409789,445.385964
798,Contact,1,7,103,11.02475085,106.3667446
799,Contact,1,53,100,38.07516597,237.0161395
800,Contact,1,24,96,39.23766813,243.494208
801,Contact,1,50,95,25.31945082,97.88583427
802,Contact,1,30,110,13.57700543,501.520929
803,Contact,1,24,96,22.35901781,391.5637246
804,Contact,1,25,89,30.32876619,153.0740971
805,Contact,1,41,103,26.88444618,349.7775341
806,Contact,1,71,84,26.54593493,44.59196133
807,Contact,1,62,66,33.30388478,293.1484686
808,Contact,1,62,95,41.10532399,220.604416
809,Contact,1,27,108,19.63854929,225.2221283
810,Contact,1,39,102,59.72091606,409.5110503
811,Contact,1,30,120,27.46712894,520.2833679
812,Contact,1,42,89,26.47249932,593.8271236
813,Contact,1,51,96,30.668743,222.398971
814,Contact,1,46,104,32.99262158,365.9413281
815,Contact,1,51,99,43.52636056,393.6065858
816,Contact,1,79,62,45.7019357,330.4619256
817,Contact,1,63,111,12.16078893,227.4272691
818,Contact,1,54,126,35.3532131,133.5310687
819,Contact,1,30,84,11.21692397,186.9427378
820,Contact,1,55,108,45.00616472,153.2618333
821,Contact,1,47,102,20.45890276,461.0832438
822,Contact,1,49,105,42.41213989,151.7188584
823,Contact,1,34,109,16.99649989,400.9647193
824,Contact,1,43,125,19.57076373,262.724828
825,Contact,1,45,133,23.68899878,452.6074612
826,Contact,1,70,106,32.05028551,233.1162837
827,Contact,1,38,84,28.9342902,276.5596565
828,Contact,1,15,90,22.90599243,680.3321182
829,Contact,1,27,116,46.02203273,454.6594513
830,Contact,1,14,118,20.7713627,538.4520433
831,Contact,1,29,89,28.90046371,351.0739844
832,Contact,1,47,84,19.12846333,392.2280973
833,Contact,1,81,105,33.02710837,397.9270601
834,Contact,1,40,108,19.61997287,63.10465739
835,Contact,1,17,59,41.27343046,336.7586386
836,Contact,1,20,74,4.56244792,147.816798
837,Contact,1,26,120,7.27675126,336.594037
838,Contact,1,46,112,25.062873,82.6714572
839,Contact,1,65,113,24.00278622,530.8223957
840,Contact,1,47,107,21.26042603,377.6663932
841,Contact,1,57,98,20.66760674,268.3889922
842,Contact,1,37,106,25.60670565,295.7978729
843,Contact,1,29,95,17.49459775,219.7813101
844,Contact,1,63,111,27.47168292,341.5281017
845,Contact,1,32,98,26.11456266,289.5539439
846,Contact,1,19,123,39.26578207,76.58882839
847,Contact,1,71,74,32.90651542,425.9527211
848,Contact,1,38,110,29.14469458,100.7238593
849,Contact,1,45,85,32.07329785,-4.88355614
850,Contact,1,54,103,24.84056915,286.9756532
851,Contact,1,58,126,31.59422992,357.9463686
852,Contact,1,68,97,6.23326874,340.8645651
853,Contact,1,25,91,13.49686616,180.4795825
854,Contact,1,28,83,42.00292558,239.1017512
855,Contact,1,22,115,24.10200105,238.5892674
856,Contact,1,43,95,48.02869114,162.1023599
857,Contact,1,70,92,40.62243535,345.0095705
858,Contact,1,52,99,24.5378634,308.8510489
859,Contact,1,64,92,31.39960559,232.9991987
860,Contact,1,45,101,39.49835058,361.792807
861,Contact,1,47,92,14.92083182,71.12022248
862,Contact,1,38,102,49.4900972,243.8408317
863,Contact,1,71,116,43.22796543,456.3264078
864,Contact,1,65,101,31.83917984,244.2685035
865,Contact,1,37,87,22.27484924,-18.50993549
866,Contact,1,78,102,17.63638126,464.3621742
867,Contact,1,52,118,29.22310492,172.2317278
868,Contact,1,37,89,41.08833917,8.29098648
869,Contact,1,47,117,28.63601657,517.4984594
870,Contact,1,64,108,32.76331394,432.5569096
871,Contact,1,30,98,40.6425577,29.20465642
872,Contact,1,32,131,29.37269706,207.016753
873,Contact,1,61,108,36.40577127,150.0985664
874,Contact,1,36,101,36.34219226,350.9523639
875,Contact,1,47,100,41.9724071,322.1486356
876,Contact,1,49,70,39.24227631,303.8179899
877,Contact,1,29,105,32.33041014,270.3485117
878,Contact,1,53,139,17.88771875,291.7123882
879,Contact,1,67,87,21.87029141,178.1370528
880,Contact,1,52,113,22.74629818,55.02628861
881,Contact,1,61,99,36.46714544,411.671022
882,Contact,1,40,82,35.55192523,164.9405146
883,Contact,1,38,106,18.82596933,46.26050769
884,Contact,1,34,100,33.82264429,147.236418
885,Contact,1,50,100,18.72186836,222.4583833
886,Contact,1,68,104,52.5760949,412.5645794
887,Contact,1,28,101,26.44949276,137.829384
888,Contact,1,71,82,46.07994653,150.2903924
889,Contact,1,18,96,25.93804783,281.9935195
890,Contact,1,28,74,24.322628,247.2604496
891,Contact,1,23,63,53.36372378,370.6096587
892,Contact,1,37,94,42.41871195,255.211291
893,Contact,1,49,107,20.82014666,433.6846918
894,Contact,1,24,118,34.04189715,209.8731514
895,Contact,1,25,137,27.85861402,420.5263959
896,Contact,1,54,132,31.08225842,668.0763934
897,Contact,1,41,77,17.59583101,420.3464052
898,Contact,1,14,71,40.49412879,335.0187969
899,Contact,1,45,88,24.28678467,283.3981977
900,Contact,1,51,118,22.6737733,552.0414513
901,Contact,1,53,98,29.75373354,317.0017025
902,Contact,1,52,85,37.28794153,101.0181349
903,Contact,1,73,119,28.59240334,-61.49837169
904,Contact,1,43,116,18.78299787,359.1340806
905,Contact,1,51,91,30.30662054,148.634019
906,Contact,1,56,85,29.24254878,546.4109843
907,Contact,1,-3,78,42.36182768,519.2757782
908,Contact,1,53,99,62.45299286,-92.29948209
909,Contact,1,49,122,25.67547796,279.1262911
910,Contact,1,10,122,33.97580852,484.4641392
911,Contact,1,54,84,32.59494609,413.1957586
912,Contact,1,41,84,35.50092614,53.99039325
913,Contact,1,27,111,38.26132598,298.5297407
914,Contact,1,47,97,40.85809831,450.5128124
915,Contact,1,47,118,14.0325071,418.17258
916,Contact,1,37,104,25.70929866,171.606715
917,Contact,1,36,94,29.12779501,240.0597263
918,Contact,1,54,90,21.3221504,157.071877
919,Contact,1,24,102,29.63268723,333.1851875
920,Contact,1,54,95,47.65406228,255.425146
921,Contact,1,33,119,47.6049485,361.8006442
922,Contact,1,26,81,28.22104152,563.337544
923,Contact,1,75,90,27.19751677,508.5411447
924,Contact,1,38,92,31.71942796,253.9270492
925,Contact,1,53,111,40.09509163,369.4718548
926,Contact,1,25,63,48.46701653,342.8387802
927,Contact,1,26,100,51.29957951,224.8455058
928,Contact,1,28,99,27.46161808,122.7082931
929,Contact,1,56,110,48.30874192,60.86436747
930,Contact,1,42,97,33.94838787,419.6042091
931,Contact,1,49,129,35.45701234,40.75807721
932,Contact,1,36,93,19.92209881,98.99988521
933,Contact,1,61,101,33.23172187,441.3625236
934,Contact,1,23,99,25.87736713,294.1531223
935,Contact,1,47,113,20.93820762,302.1057211
936,Contact,1,26,96,26.65538479,266.318963
937,Contact,1,75,114,50.17003664,478.0577928
938,Contact,1,66,78,21.27803892,226.556581
939,Contact,1,45,105,23.25537716,287.1375272
940,Contact,1,76,95,38.29571056,319.2955593
941,Contact,1,39,107,48.19655118,88.48778335
942,Contact,1,9,130,41.54600351,297.3006562
943,Contact,1,34,98,19.05008233,174.8824956
944,Contact,1,34,86,46.72751381,301.2905695
945,Contact,1,39,82,25.5710326,482.4357355
946,Contact,1,24,78,25.61776933,321.7249645
947,Contact,1,36,128,51.23620407,307.8310163
948,Contact,1,37,86,20.05059564,367.0170006
949,Contact,1,41,119,26.84396601,269.1079336
950,Contact,1,51,100,38.52625577,165.4951875
951,Contact,1,31,112,26.27948268,386.0481629
952,Contact,1,12,102,31.0184451,175.5155249
953,Contact,1,54,79,35.46002064,478.7518179
954,Contact,1,60,116,16.7603923,311.207008
955,Contact,1,62,90,10.31705955,170.0808816
956,Contact,1,51,66,9.05374359,551.4570891
957,Contact,1,76,81,28.20738543,410.7439648
958,Contact,1,29,134,12.21945474,378.5663708
959,Contact,1,45,108,48.05663241,281.9808565
960,Contact,1,60,126,24.55509618,284.9716287
961,Contact,1,46,110,36.24199448,495.3203123
962,Contact,1,22,95,36.05129809,423.2243506
963,Contact,1,35,119,38.50552536,189.3170645
964,Contact,1,61,105,36.81771756,548.5901311
965,Contact,1,44,101,27.46573218,497.2157572
966,Contact,1,56,120,15.85335361,593.1002113
967,Contact,1,59,105,29.76530948,444.0733566
968,Contact,1,19,84,30.08666939,233.595502
969,Contact,1,74,121,25.00605695,402.7257644
970,Contact,1,42,103,49.00285389,209.125071
971,Contact,1,29,104,37.8995571,194.1141719
972,Contact,1,53,90,8.41065463,143.2831339
973,Contact,1,41,113,16.55337464,202.4450406
974,Contact,1,61,103,13.42223009,266.739024
975,Contact,1,45,93,21.30870579,341.6961311
976,Contact,1,39,90,24.49579248,147.6858816
977,Contact,1,45,86,30.65336188,194.8701267
978,Contact,1,33,123,20.94709232,351.6189966
979,Contact,1,38,117,17.77800896,53.26329089
980,Contact,1,50,118,28.82187946,287.5897918
981,Contact,1,31,141,17.69535025,339.4595305
982,Contact,1,39,114,35.1530662,468.2642851
983,Contact,1,21,85,39.77338958,228.9432591
984,Contact,1,55,96,25.07591407,408.1777563
985,Contact,1,29,113,37.07563577,388.6144266
986,Contact,1,46,89,39.2092577,281.5572964
987,Contact,1,49,130,25.37617508,266.3102837
988,Contact,1,50,93,11.42286591,88.19866511
989,Contact,1,13,101,17.21360172,120.3450582
990,Contact,1,23,107,48.60963612,280.4894777
991,Contact,1,36,121,24.06557824,399.8185153
992,Contact,1,51,74,27.13502824,364.5344107
993,Contact,1,44,84,36.10149855,362.48572
994,Contact,1,26,92,19.68574214,316.238109
995,Contact,1,31,96,30.79321787,115.4726981
